DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB00122,Choline,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00122,Choline,SmallMoleculeDrug,Q8WWI5,Choline transporter-like protein 1
DB00122,Choline,SmallMoleculeDrug,Q53GD3,Choline transporter-like protein 4
DB00122,Choline,SmallMoleculeDrug,Q8IWA5,Choline transporter-like protein 2
DB00122,Choline,SmallMoleculeDrug,Q8N4M1,Choline transporter-like protein 3
DB00122,Choline,SmallMoleculeDrug,Q9GZV3,High affinity choline transporter 1
DB00123,Lysine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00123,Lysine,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9UHI7,Solute carrier family 23 member 1
DB00126,Ascorbic acid,SmallMoleculeDrug,Q9UGH3,Solute carrier family 23 member 2
DB00126,Ascorbic acid,SmallMoleculeDrug,P11166,"Solute carrier family 2, facilitated glucose transporter member 1"
DB00126,Ascorbic acid,SmallMoleculeDrug,P11169,"Solute carrier family 2, facilitated glucose transporter member 3"
DB00126,Ascorbic acid,SmallMoleculeDrug,P14672,"Solute carrier family 2, facilitated glucose transporter member 4"
DB00128,Aspartic acid,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00130,L-Glutamine,SmallMoleculeDrug,Q9H2H9,Sodium-coupled neutral amino acid transporter 1
DB00130,L-Glutamine,SmallMoleculeDrug,Q96QD8,Sodium-coupled neutral amino acid transporter 2
DB00130,L-Glutamine,SmallMoleculeDrug,Q99624,Sodium-coupled neutral amino acid transporter 3
DB00130,L-Glutamine,SmallMoleculeDrug,Q15758,Neutral amino acid transporter B(0)
DB00130,L-Glutamine,SmallMoleculeDrug,Q9UN76,Sodium- and chloride-dependent neutral and basic amino acid transporter B(0+)
DB00130,L-Glutamine,SmallMoleculeDrug,Q9UM01,Y+L amino acid transporter 1
DB00130,L-Glutamine,SmallMoleculeDrug,Q92536,Y+L amino acid transporter 2
DB00130,L-Glutamine,SmallMoleculeDrug,Q01650,Large neutral amino acids transporter small subunit 1
DB00130,L-Glutamine,SmallMoleculeDrug,Q9UHI5,Large neutral amino acids transporter small subunit 2
DB00130,L-Glutamine,SmallMoleculeDrug,P82251,"b(0,+)-type amino acid transporter 1"
DB00130,L-Glutamine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00134,Methionine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00135,Tyrosine,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8
DB00135,Tyrosine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00138,Cystine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00138,Cystine,SmallMoleculeDrug,P82251,"b(0,+)-type amino acid transporter 1"
DB00138,Cystine,SmallMoleculeDrug,Q07837,Neutral and basic amino acid transport protein rBAT
DB00139,Succinic acid,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00139,Succinic acid,SmallMoleculeDrug,Q9UBX3,Mitochondrial dicarboxylate carrier
DB00139,Succinic acid,SmallMoleculeDrug,Q9BZW2,Solute carrier family 13 member 1
DB00139,Succinic acid,SmallMoleculeDrug,Q13183,Solute carrier family 13 member 2
DB00139,Succinic acid,SmallMoleculeDrug,Q8WWT9,Solute carrier family 13 member 3
DB00140,Riboflavin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00142,Glutamic acid,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00142,Glutamic acid,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00142,Glutamic acid,SmallMoleculeDrug,Q9H1K4,Mitochondrial glutamate carrier 2
DB00142,Glutamic acid,SmallMoleculeDrug,Q9H936,Mitochondrial glutamate carrier 1
DB00143,Glutathione,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00143,Glutathione,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00143,Glutathione,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00143,Glutathione,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00143,Glutathione,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5
DB00145,Glycine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00145,Glycine,SmallMoleculeDrug,Q7Z2H8,Proton-coupled amino acid transporter 1
DB00145,Glycine,SmallMoleculeDrug,Q9H598,Vesicular inhibitory amino acid transporter
DB00145,Glycine,SmallMoleculeDrug,Q9Y345,Sodium- and chloride-dependent glycine transporter 2
DB00145,Glycine,SmallMoleculeDrug,P48067,Sodium- and chloride-dependent glycine transporter 1
DB00148,Creatine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00150,Tryptophan,SmallMoleculeDrug,P36021,Monocarboxylate transporter 8
DB00150,Tryptophan,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00151,Cysteine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00152,Thiamine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00152,Thiamine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00152,Thiamine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00152,Thiamine,SmallMoleculeDrug,O60779,Thiamine transporter 1
DB00152,Thiamine,SmallMoleculeDrug,Q9BZV2,Thiamine transporter 2
DB00156,Threonine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00158,Folic acid,SmallMoleculeDrug,Q96J66,ATP-binding cassette sub-family C member 11
DB00158,Folic acid,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00158,Folic acid,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00158,Folic acid,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00158,Folic acid,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00158,Folic acid,SmallMoleculeDrug,Q96NT5,Proton-coupled folate transporter
DB00158,Folic acid,SmallMoleculeDrug,Q9H2D1,Mitochondrial folate transporter/carrier
DB00161,Valine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00162,Vitamin A,SmallMoleculeDrug,Q9BX79,Receptor for retinol uptake STRA6
DB00163,Vitamin E,SmallMoleculeDrug,Q8WTV0,Scavenger receptor class B member 1
DB00163,Vitamin E,SmallMoleculeDrug,O95477,ATP-binding cassette sub-family A member 1
DB00163,Vitamin E,SmallMoleculeDrug,Q9UHC9,Niemann-Pick C1-like protein 1
DB00163,Vitamin E,SmallMoleculeDrug,P45844,ATP-binding cassette sub-family G member 1
DB00165,Pyridoxine,SmallMoleculeDrug,P05186,"Alkaline phosphatase, tissue-nonspecific isozyme"
DB00174,Asparagine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00175,Pravastatin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00175,Pravastatin,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00175,Pravastatin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00175,Pravastatin,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00175,Pravastatin,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00175,Pravastatin,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00175,Pravastatin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00175,Pravastatin,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00175,Pravastatin,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00175,Pravastatin,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00175,Pravastatin,SmallMoleculeDrug,P53985,Monocarboxylate transporter 1
DB00175,Pravastatin,SmallMoleculeDrug,O95342,Bile salt export pump
DB00175,Pravastatin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00176,Fluvoxamine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00176,Fluvoxamine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00177,Valsartan,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00177,Valsartan,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00177,Valsartan,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00178,Ramipril,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00178,Ramipril,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00182,Amphetamine,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00182,Amphetamine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00184,Nicotine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00184,Nicotine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00184,Nicotine,SmallMoleculeDrug,O75751,Solute carrier family 22 member 3
DB00184,Nicotine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00184,Nicotine,SmallMoleculeDrug,Q9H015,Solute carrier family 22 member 4
DB00188,Bortezomib,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00188,Bortezomib,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00196,Fluconazole,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00197,Troglitazone,SmallMoleculeDrug,O95342,Bile salt export pump
DB00197,Troglitazone,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00198,Oseltamivir,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00198,Oseltamivir,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00198,Oseltamivir,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00199,Erythromycin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00199,Erythromycin,SmallMoleculeDrug,O95342,Bile salt export pump
DB00199,Erythromycin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00199,Erythromycin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00199,Erythromycin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00199,Erythromycin,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00201,Caffeine,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00203,Sildenafil,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00203,Sildenafil,SmallMoleculeDrug,O15440,Multidrug resistance-associated protein 5
DB00203,Sildenafil,SmallMoleculeDrug,Q5T3U5,Multidrug resistance-associated protein 7
DB00203,Sildenafil,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00203,Sildenafil,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00204,Dofetilide,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00205,Pyrimethamine,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00205,Pyrimethamine,SmallMoleculeDrug,Q86VL8,Multidrug and toxin extrusion protein 2
DB00206,Reserpine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00206,Reserpine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00206,Reserpine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00206,Reserpine,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00206,Reserpine,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00206,Reserpine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00206,Reserpine,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00207,Azithromycin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00207,Azithromycin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00211,Midodrine,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00213,Pantoprazole,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00213,Pantoprazole,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00213,Pantoprazole,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00214,Torasemide,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00215,Citalopram,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00216,Eletriptan,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00220,Nelfinavir,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00220,Nelfinavir,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00220,Nelfinavir,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00220,Nelfinavir,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00220,Nelfinavir,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00220,Nelfinavir,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00220,Nelfinavir,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00220,Nelfinavir,SmallMoleculeDrug,O95342,Bile salt export pump
DB00222,Glimepiride,SmallMoleculeDrug,O95342,Bile salt export pump
DB00224,Indinavir,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00224,Indinavir,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00224,Indinavir,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00224,Indinavir,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00224,Indinavir,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00224,Indinavir,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00224,Indinavir,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00224,Indinavir,SmallMoleculeDrug,O95342,Bile salt export pump
DB00227,Lovastatin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00227,Lovastatin,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00227,Lovastatin,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00227,Lovastatin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00227,Lovastatin,SmallMoleculeDrug,O95342,Bile salt export pump
DB00227,Lovastatin,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00227,Lovastatin,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00229,Cefotiam,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00229,Cefotiam,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00230,Pregabalin,SmallMoleculeDrug,P43005,Excitatory amino acid transporter 3
DB00230,Pregabalin,SmallMoleculeDrug,Q01650,Large neutral amino acids transporter small subunit 1
DB00234,Reboxetine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00237,Butabarbital,SmallMoleculeDrug,P11166,"Solute carrier family 2, facilitated glucose transporter member 1"
DB00238,Nevirapine,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00242,Cladribine,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00242,Cladribine,SmallMoleculeDrug,Q9HAS3,Solute carrier family 28 member 3
DB00243,Ranolazine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00243,Ranolazine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00243,Ranolazine,SmallMoleculeDrug,Q96FL8,Multidrug and toxin extrusion protein 1
DB00243,Ranolazine,SmallMoleculeDrug,Q86VL8,Multidrug and toxin extrusion protein 2
DB00244,Mesalazine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00244,Mesalazine,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00244,Mesalazine,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00246,Ziprasidone,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00248,Cabergoline,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00252,Phenytoin,SmallMoleculeDrug,Q9NYB5,Solute carrier organic anion transporter family member 1C1
DB00252,Phenytoin,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00252,Phenytoin,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00253,Medrysone,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00253,Medrysone,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00253,Medrysone,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00254,Doxycycline,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00254,Doxycycline,SmallMoleculeDrug,Q2M3G0,ATP-binding cassette sub-family B member 5
DB00255,Diethylstilbestrol,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00255,Diethylstilbestrol,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00255,Diethylstilbestrol,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00255,Diethylstilbestrol,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00255,Diethylstilbestrol,SmallMoleculeDrug,O95342,Bile salt export pump
DB00257,Clotrimazole,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00257,Clotrimazole,SmallMoleculeDrug,O95342,Bile salt export pump
DB00257,Clotrimazole,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00257,Clotrimazole,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00260,Cycloserine,SmallMoleculeDrug,Q495M3,Proton-coupled amino acid transporter 2
DB00264,Metoprolol,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00270,Isradipine,SmallMoleculeDrug,O95342,Bile salt export pump
DB00273,Topiramate,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00273,Topiramate,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
DB00273,Topiramate,SmallMoleculeDrug,P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2
DB00273,Topiramate,SmallMoleculeDrug,Q9Y478,5'-AMP-activated protein kinase subunit beta-1
DB00273,Topiramate,SmallMoleculeDrug,O43741,5'-AMP-activated protein kinase subunit beta-2
DB00273,Topiramate,SmallMoleculeDrug,P54619,5'-AMP-activated protein kinase subunit gamma-1
DB00273,Topiramate,SmallMoleculeDrug,Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2
DB00273,Topiramate,SmallMoleculeDrug,Q9UGI9,5'-AMP-activated protein kinase subunit gamma-3
DB00274,Cefmetazole,SmallMoleculeDrug,P46059,Solute carrier family 15 member 1
DB00274,Cefmetazole,SmallMoleculeDrug,Q16348,Solute carrier family 15 member 2
DB00275,Olmesartan,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00275,Olmesartan,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00275,Olmesartan,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00275,Olmesartan,SmallMoleculeDrug,O95342,Bile salt export pump
DB00276,Amsacrine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00277,Theophylline,SmallMoleculeDrug,Q9Y694,Solute carrier family 22 member 7
DB00279,Liothyronine,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00279,Liothyronine,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00279,Liothyronine,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00279,Liothyronine,SmallMoleculeDrug,Q6ZQN7,Solute carrier organic anion transporter family member 4C1
DB00279,Liothyronine,SmallMoleculeDrug,Q14973,Sodium/bile acid cotransporter
DB00279,Liothyronine,SmallMoleculeDrug,Q9NYB5,Solute carrier organic anion transporter family member 1C1
DB00279,Liothyronine,SmallMoleculeDrug,Q96BD0,Solute carrier organic anion transporter family member 4A1
DB00279,Liothyronine,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00279,Liothyronine,SmallMoleculeDrug,Q8TF71,Monocarboxylate transporter 10
DB00279,Liothyronine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00279,Liothyronine,SmallMoleculeDrug,Q01650,Large neutral amino acids transporter small subunit 1
DB00280,Disopyramide,SmallMoleculeDrug,O15245,Solute carrier family 22 member 1
DB00280,Disopyramide,SmallMoleculeDrug,O15244,Solute carrier family 22 member 2
DB00281,Lidocaine,SmallMoleculeDrug,O76082,Solute carrier family 22 member 5
DB00281,Lidocaine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00285,Venlafaxine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00285,Venlafaxine,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00286,Conjugated estrogens,SmallMoleculeDrug,O15438,Canalicular multispecific organic anion transporter 2
DB00286,Conjugated estrogens,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
DB00286,Conjugated estrogens,SmallMoleculeDrug,P33527,Multidrug resistance-associated protein 1
DB00286,Conjugated estrogens,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q14973,Sodium/bile acid cotransporter
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q63ZE4,Solute carrier family 22 member 10
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q9NYB5,Solute carrier organic anion transporter family member 1C1
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q9Y6L6,Solute carrier organic anion transporter family member 1B1
DB00286,Conjugated estrogens,SmallMoleculeDrug,O94956,Solute carrier organic anion transporter family member 2B1
DB00286,Conjugated estrogens,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q86UW1,Organic solute transporter subunit alpha
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q86UW2,Organic solute transporter subunit beta
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q92887,Canalicular multispecific organic anion transporter 1
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q96BD0,Solute carrier organic anion transporter family member 4A1
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q96J66,ATP-binding cassette sub-family C member 11
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q9NPD5,Solute carrier organic anion transporter family member 1B3
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q9NSA0,Solute carrier family 22 member 11
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q9UIG8,Solute carrier organic anion transporter family member 3A1
DB00286,Conjugated estrogens,SmallMoleculeDrug,Q9UNQ0,ATP-binding cassette sub-family G member 2
DB00291,Chlorambucil,SmallMoleculeDrug,P46721,Solute carrier organic anion transporter family member 1A2
DB00295,Morphine,SmallMoleculeDrug,P08183,Multidrug resistance protein 1
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,Q4U2R8,Solute carrier family 22 member 6
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,Q8TCC7,Solute carrier family 22 member 8
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,Q5T3U5,Multidrug resistance-associated protein 7
DB00300,Tenofovir disoproxil,SmallMoleculeDrug,O15439,Multidrug resistance-associated protein 4
